SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,13,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,399.723,0.0207453,13,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,14,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,210.018,0.0257238,14,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,15,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,227.404,0.0314427,15,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,16,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,195.029,0.0379534,16,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,17,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,110.245,0.0453076,17,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,18,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,50.1573,0.0535569,18,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,19,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,30.4662,0.0627531,19,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,20,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,12.4405,0.0729478,20,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,21,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,11.5681,0.0841928,21,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,22,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,8.33043,0.0965398,22,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,23,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,3.29492,0.110041,23,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,24,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.845737,0.124747,24,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,25,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,2.14346,0.140711,25,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,29,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.43554,0.218179,29,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,30,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.267933,0.241209,30,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,32,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.489605,0.292026,32,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,34,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,0.342482,0.349535,34,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,8,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,9.55054,0.00515402,8,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,9,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,30.9496,0.00720357,9,-9,-9,-9
HI,ES,2019,Quarter,1,OTB_MPD_>=70_0_0,Div,27.8.b,NA,kWd,8138.69,NA,,,,,,,,,,,,,,,,,,,,,
SI,ES,2019,Quarter,1,OTB_MPD_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,NA,NA,O,NA,t,34.1389,-9,-9,NA,NA,NA,,,,,,,,,
SI,ES,2019,Quarter,1,OTB_MPD_>=70_0_0,Div,27.8.b,NA,HOM,NA,L,R,NA,H,M,NA,t,0.07,0.07,-9,NA,NA,NA,,,,,,,,,
SD,ES,2019,Quarter,1,OTB_MPD_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,12,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,9.46012,0.0164555,12,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MPD_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,13,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,6.40108,0.0207453,13,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MPD_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,14,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,7.23121,0.0257238,14,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MPD_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,15,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,4.19148,0.0314427,15,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MPD_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,16,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,6.4101,0.0379534,16,-9,-9,-9
